Time,Retention
58.551,-0.066375063589696
58.551999999,-0.0663758137065412
58.552999999,-0.0663765209811766
58.554,-0.0663770696965996
58.554999999,-0.0663777276710933
58.555999999,-0.0663783403887357
58.557,-0.0663790367343585
58.557999999,-0.0663797494389668
58.558999999,-0.066380539176721
58.56,-0.0663813547713734
58.561,-0.0663821197910515
58.561999999,-0.0663827456098689
58.563,-0.0663835701703255
58.564,-0.0663842734085096
58.564999999,-0.066384987538043
58.566,-0.0663856911430138
58.567,-0.0663863589549345
58.567999999,-0.0663871090665271
58.569,-0.0663878542368941
58.57,-0.0663885478284007
58.570999999,-0.0663892338073512
58.572,-0.0663900388789491
58.573,-0.0663907577226309
58.573999999,-0.0663914368980049
58.575,-0.0663921677867226
58.576,-0.0663928794149371
58.576999999,-0.066393621950341
58.578,-0.0663943374475904
58.579,-0.0663950907324178
58.579999999,-0.0663957694264087
58.581,-0.0663964443542655
58.582,-0.0663971800537211
58.582999999,-0.0663978011147106
58.584,-0.0663985138414874
58.585,-0.0663992130865256
58.585999999,-0.0663999525594801
58.587,-0.0664004660941878
58.588,-0.0664012331839316
58.588999999,-0.0664019774212139
58.59,-0.0664025789862384
58.591,-0.0664033510863512
58.591999999,-0.066404029080418
58.593,-0.0664047272808931
58.594,-0.0664054464760968
58.594999999,-0.0664061585157792
58.595999999,-0.0664068848028418
58.597,-0.0664076337009595
58.597999999,-0.0664083376324117
58.598999999,-0.0664089806251417
58.6,-0.0664096823606225
58.600999999,-0.0664104817674482
58.601999999,-0.0664112736113627
58.603,-0.0664120375876046
58.603999999,-0.0664127630040781
58.604999999,-0.0664133935896956
58.606,-0.0664140160477521
58.606999999,-0.0664147157611184
58.607999999,-0.0664154208134307
58.609,-0.066416167176807
58.609999999,-0.0664169161360751
58.610999999,-0.0664177667458557
58.612,-0.0664184733234363
58.612999999,-0.0664192636412718
58.613999999,-0.066420040681104
58.615,-0.0664207842672287
58.615999999,-0.0664214601100012
58.616999999,-0.0664221583452376
58.618,-0.0664227843132317
58.618999999,-0.0664235558074462
58.619999999,-0.066424321834447
58.621,-0.0664251492819627
58.622,-0.0664259559203906
58.622999999,-0.0664266862158679
58.624,-0.0664273947274558
58.625,-0.0664281380232082
58.625999999,-0.0664288688115051
58.627,-0.0664296470588307
58.628,-0.0664304660707096
58.628999999,-0.0664311755732441
58.63,-0.0664319395012235
58.631,-0.0664326403677814
58.631999999,-0.0664334027783371
58.633,-0.066434169608193
58.634,-0.0664349587548614
58.634999999,-0.0664356557508463
58.636,-0.066436255793152
58.637,-0.0664368783171402
58.637999999,-0.0664375796036614
